#{"t_start": 1761360662.7164114, "env_id": "None"}
r,l,t
278.62857,739,2050.320477
274.719,695,2050.979051
241.1998,539,2051.3704
220.59927,539,2052.695056
285.67026,475,2053.089605
228.62013,401,2055.789163
263.31946,569,2055.927717
335.73886,811,2056.574706
478.40945,619,2057.489624
329.84943,639,2057.592948
231.55957,549,2057.939548
247.82977,507,2059.023225
242.3294,559,2059.324144
245.0401,469,2061.028357
352.73035,553,2062.122653
558.40967,609,2063.378892
210.09877,645,2064.695664
518.09937,609,2064.745169
301.13943,649,2066.257623
294.33878,797,2066.475641
370.91006,643,2066.487284
242.06006,549,2067.119575
264.03943,577,2068.463318
224.80997,469,2070.004998
277.8289,729,2071.509022
216.62865,613,2071.555748
242.11014,549,2072.389169
552.22925,543,2072.558377
498.05148,609,2073.286412
264.7894,585,2073.777887
263.34946,569,2074.95788
322.94003,555,2076.20001
254.1395,577,2077.885381
150.11948,531,2078.27536
551.02924,529,2078.424202
471.24966,651,2078.768125
289.77988,523,2079.51238
350.66052,529,2080.961875
486.2396,705,2081.295093
286.76987,601,2083.081378
255.56946,593,2085.048056
242.06006,549,2085.449584
284.92993,581,2085.480776
280.05927,643,2086.101578
351.25,537,2086.159168
264.5304,465,2086.818877
352.1999,659,2089.989237
537.04456,601,2091.090899
268.08005,503,2091.742579
205.31989,475,2091.837111
139.60898,531,2093.042003
214.10876,585,2093.679052
491.02026,641,2094.825851
289.2893,741,2094.870549
241.37012,541,2096.087165
356.44012,595,2097.637815
242.07007,549,2097.788261
293.16003,561,2097.879503
211.94995,549,2099.119664
217.36937,503,2099.281776
210.2288,645,2102.609741
296.4196,597,2103.506456
228.81017,513,2104.430653
346.7387,827,2104.74466
253.0299,561,2104.807028
188.92952,521,2105.799029
200.5392,539,2105.862525
297.12866,721,2106.703722
285.6702,475,2108.796796
292.8002,555,2108.832881
234.86002,469,2109.680657
139.60898,531,2110.654376
231.10973,539,2110.805727
276.52045,485,2111.213057
235.02017,469,2111.935544
272.17017,549,2111.971563
218.98962,521,2114.498334
232.04002,549,2115.722944
244.91006,469,2115.805649
217.29881,725,2116.827386
242.10007,549,2117.209491
273.5687,683,2118.251579
347.85004,611,2118.627416
553.22107,665,2119.231965
268.89923,631,2121.468734
323.50964,569,2122.032478
318.62994,619,2122.514567
467.12982,605,2123.899618
304.90024,577,2125.013365
260.87836,765,2125.228823
299.85977,635,2125.269562
191.39941,549,2125.269562
234.88002,469,2126.598115
241.14975,539,2127.900005
350.07016,523,2128.213161
235.01016,469,2130.412598
286.38986,597,2130.431249
218.98962,521,2131.013468
282.1902,549,2131.386993
308.3001,615,2131.862762
213.67943,573,2132.902184
201.46947,549,2133.853668
378.00964,617,2134.774484
215.7287,603,2136.662369
351.42987,651,2137.110558
508.6915,613,2137.22044
201.47946,549,2137.32457
317.4595,609,2137.482316
234.85,469,2138.398255
605.9195,581,2138.531772
274.59045,465,2139.213159
184.19937,469,2140.670512
187.25925,503,2141.366791
139.60898,531,2141.74223
246.46924,605,2142.722811
292.4993,665,2143.159545
221.50952,549,2143.365216
270.4592,647,2144.088001
323.7297,677,2145.163048
191.39941,549,2145.652968
243.34943,569,2146.536948
175.2698,475,2147.291973
282.52933,665,2147.688258
149.71902,531,2147.968759
267.4593,615,2148.138601
553.5806,669,2149.918718
330.8893,651,2150.796916
285.99954,593,2150.796916
194.23941,469,2151.752123
213.57968,459,2152.105288
524.59955,571,2152.233178
300.06033,525,2152.510145
403.12924,779,2153.247209
278.50058,391,2154.124737
445.77057,583,2154.902903
286.8201,489,2154.980478
261.3699,435,2155.48045
146.29906,497,2156.357669
146.16902,497,2156.486879
305.21036,471,2156.542434
140.83939,433,2157.91238
339.88007,631,2158.77982
146.16902,497,2159.2677
146.20903,497,2159.348129
146.14902,497,2159.845998
140.54929,433,2160.467827
176.8494,497,2160.882918
154.91965,475,2162.32122
1870.4058,729,2163.188964
206.34077,373,2163.396162
150.01901,535,2163.77429
176.87943,497,2163.95098
209.64001,417,2164.789068
146.77914,499,2165.122377
320.52945,645,2165.35862
140.36925,433,2166.220943
146.32906,497,2167.623838
146.77914,499,2167.839256
143.53929,463,2167.850303
146.24904,497,2168.310264
146.29906,497,2169.188345
146.77914,499,2169.545407
146.77914,499,2169.805403
150.01901,535,2170.998385
170.99004,425,2171.657552
210.20999,423,2172.099475
146.33907,497,2172.278606
894.1529,569,2172.695627
176.69925,497,2173.552541
173.90971,465,2173.876842
146.24904,497,2173.923916
170.22984,425,2174.725122
290.98965,541,2176.388724
337.20074,489,2176.5619
339.2306,513,2176.601946
217.78973,505,2177.111984
288.66,513,2179.195443
395.2799,691,2179.590991
360.1796,747,2180.487043
848.49,809,2181.065324
234.88002,469,2181.34507
149.65907,531,2181.375135
253.78989,569,2181.514068
312.0294,659,2182.479338
247.82977,507,2184.284584
296.55002,597,2184.692251
255.5299,481,2185.72542
256.98984,497,2186.076406
348.91998,623,2186.81668
337.35907,723,2187.266416
231.55957,549,2187.668728
297.4993,717,2188.105084
260.1402,417,2190.063012
315.61023,585,2190.249231
210.08878,645,2190.398627
309.8501,521,2190.717676
277.76038,499,2191.535488
257.04993,497,2191.900671
309.1405,513,2192.411903
226.88002,489,2192.589807
178.40909,519,2194.852392
257.50983,503,2195.023004
309.08044,513,2195.416196
257.08987,497,2196.075226
276.27982,703,2196.68375
259.07983,519,2197.136951
273.94962,573,2197.815339
192.34894,671,2198.013962
257.00986,497,2199.336423
296.9202,489,2199.439507
209.53958,527,2200.166493
337.72052,497,2200.56156
279.86047,521,2201.85952
242.1101,549,2202.860374
333.55927,679,2202.89141
241.2298,539,2202.9794
194.43945,469,2203.886631
275.02005,577,2204.887361
217.04973,499,2205.051741
282.35034,549,2205.877211
98.998474,531,2207.910314
109.508575,531,2208.010912
265.00946,587,2208.434906
241.14975,539,2208.917932
338.4788,841,2209.802763
295.8799,591,2210.212925
488.74033,617,2210.57691
242.08008,549,2210.810229
310.0601,523,2212.585584
275.62018,475,2212.682928
270.6098,643,2213.721692
233.63963,567,2213.899071
337.6805,497,2214.214188
150.11917,531,2214.924402
256.96985,497,2215.220438
210.08878,645,2216.310275
241.22977,539,2217.467
273.09027,447,2218.16968
210.13878,645,2218.319338
242.15009,549,2218.828112
255.39001,585,2218.987552
337.75058,497,2219.692526
234.86002,469,2220.535405
270.1293,643,2220.697755
256.96982,497,2222.667203
351.08023,643,2223.241702
197.11983,499,2223.433139
315.55017,585,2223.569069
178.77951,519,2224.320791
189.85904,643,2224.594712
255.43,585,2226.064023
189.82906,643,2226.427873
259.0698,519,2227.433382
196.49918,499,2227.855139
255.56992,481,2228.033987
260.6697,537,2228.446184
236.68964,493,2228.905061
257.12994,497,2229.197266
256.98984,497,2230.512058
260.78973,537,2231.209256
263.39978,563,2232.419321
204.1789,583,2233.009205
253.06958,565,2233.022309
258.01984,507,2233.339596
196.3292,497,2233.56039
209.10872,637,2234.037074
260.6997,537,2235.194893
206.30891,603,2236.503948
196.73927,497,2236.819478
209.57959,527,2238.049975
264.77963,579,2238.189495
205.4788,599,2238.379703
263.3096,567,2238.613034
267.45944,613,2239.471657
264.86957,583,2240.402365
255.98999,481,2240.843202
249.35992,519,2242.608451
198.92921,521,2242.951767
275.08923,693,2242.973794
245.51025,473,2243.646002
209.10872,637,2243.78847
200.06908,537,2245.107362
196.48923,497,2245.146902
283.1688,787,2245.497457
193.49931,465,2246.995063
257.44995,497,2247.987183
278.46945,729,2249.337449
209.0787,637,2249.349951
269.2898,521,2250.0604
289.28854,855,2250.081427
203.60938,573,2250.127741
256.9598,497,2251.338458
208.40965,513,2252.413945
290.9885,873,2252.760673
277.75046,497,2253.717506
278.78995,515,2254.650481
249.6499,525,2254.682513
215.95946,487,2255.629778
614.37885,663,2255.885892
585.5521,795,2256.284049
287.10034,489,2256.73025
1495.529,669,2258.569012
374.7305,571,2258.62319
366.18018,591,2259.796475
293.38025,561,2260.61008
204.09996,465,2260.921288
1148.4277,609,2261.342081
612.7906,763,2261.45205
188.87952,521,2263.389164
475.29977,799,2263.478731
260.1602,417,2264.440385
264.78012,577,2265.248939
337.76062,497,2265.543249
360.52975,749,2265.62503
245.62006,475,2265.746601
246.92978,497,2266.04107
256.99985,497,2268.051305
234.85942,585,2268.7234
271.7097,549,2269.383531
273.9102,457,2269.564952
109.05849,531,2269.926551
211.5195,549,2270.539847
564.2899,565,2271.082762
574.2207,675,2271.761555
266.60938,605,2273.386468
194.23943,469,2273.551656
266.47894,715,2275.059988
279.6703,521,2275.099302
285.7102,475,2275.908433
376.3096,705,2276.180973
383.0992,779,2276.473174
305.3902,583,2278.515335
333.0191,889,2278.868002
194.24942,469,2279.201302
594.2908,675,2279.488997
279.13046,513,2279.563156
241.21976,539,2280.667369
329.4594,635,2281.766874
353.39978,673,2282.437314
207.0501,385,2282.645156
224.80998,469,2283.049454
525.68964,579,2283.649591
188.88951,521,2284.167323
224.80997,469,2284.78771
286.53897,715,2285.802516
407.45032,603,2287.058786
555.53925,579,2287.471717
109.508575,531,2287.672984
177.59953,507,2288.073996
214.29948,469,2288.903726
319.98907,747,2289.169654
304.45938,685,2290.172681
201.00931,539,2290.538703
149.66902,531,2291.762277
186.8996,499,2292.096177
210.62929,539,2292.257531
186.8996,499,2292.504144
231.10971,539,2293.921492
354.4205,569,2293.921492
364.75992,575,2295.547045
255.55994,481,2296.250714
269.6703,521,2296.277309
256.97986,497,2296.802509
241.15976,539,2296.925074
390.08923,857,2298.214535
149.65903,531,2299.080275
356.30014,593,2299.617429
218.98962,521,2300.741525
234.87004,469,2301.033389
242.06006,549,2302.365815
273.85995,569,2302.421403
361.29962,649,2302.57961
241.22977,539,2303.035793
109.04849,531,2303.86561
224.80997,469,2303.86561
245.43002,475,2305.211415
280.25027,527,2305.390013
234.87003,469,2306.492632
292.8002,555,2307.436704
285.48007,585,2307.549088
344.37976,577,2308.103091
332.93033,555,2308.705843
535.7627,587,2308.977023
279.5105,517,2309.746627
187.34926,503,2309.801678
256.9598,497,2310.848944
203.89005,457,2311.553964
177.58955,507,2311.8842
246.98984,497,2313.366218
256.96985,497,2313.651478
294.16965,679,2314.352159
203.62938,573,2315.118957
562.42,655,2315.821198
231.57957,549,2316.727523
271.72968,549,2317.064742
559.7292,733,2317.62829
297.89954,613,2319.047564
274.47867,693,2320.47651
518.1394,609,2320.504534
280.82852,869,2321.029763
568.5795,607,2321.159528
139.60904,531,2322.327965
448.26974,617,2322.52289
262.58948,561,2323.99682
353.11847,897,2324.602737
286.0796,597,2325.719177
467.10983,605,2326.34416
466.01987,593,2326.368185
273.70905,683,2326.512323
264.92947,583,2327.399777
294.31924,685,2328.479948
218.44997,401,2329.204048
263.41946,569,2329.557235
471.24966,651,2329.667339
416.1092,601,2331.664007
217.28867,619,2331.980592
271.62915,661,2332.206262
214.12877,585,2332.587409
451.18958,651,2334.230672
519.18005,619,2334.696595
417.74918,617,2335.031944
469.64972,633,2335.289813
269.59003,519,2336.578495
470.84964,647,2337.504435
299.85977,635,2337.964332
498.06912,609,2338.115836
139.609,531,2339.119796
214.13876,585,2340.117965
488.7403,617,2340.802873
332.37906,773,2342.539529
271.7891,663,2342.810805
315.39,585,2343.532884
273.24875,679,2343.780116
492.88046,661,2344.070914
290.36942,641,2345.01439
521.9111,651,2346.686035
217.37936,503,2347.257654
445.9698,593,2347.79457
159.2492,521,2348.131592
559.0457,957,2348.745257
295.53995,587,2348.948488
150.11948,531,2349.686725
295.0392,693,2350.150479
285.67026,475,2351.428405
184.19937,469,2353.047768
282.34033,549,2353.578815
294.32925,685,2353.820559
352.8998,667,2354.007915
340.79898,867,2354.315614
220.60928,539,2354.907887
508.94138,617,2355.126626
265.9196,485,2355.699929
342.33044,547,2357.819846
203.89005,457,2357.947959
246.38,485,2358.009018
256.96985,497,2359.274979
274.82956,583,2359.430667
275.68964,699,2359.708906
190.33946,537,2359.836027
196.28918,497,2360.079824
337.77063,497,2362.386658
190.33946,537,2362.804532
205.15977,585,2363.032341
257.20984,499,2363.669989
257.18994,497,2363.837146
257.08994,497,2364.252109
257.99994,507,2364.620528
245.5899,481,2366.664527
304.59927,797,2366.784159
277.99042,501,2367.259618
257.46985,501,2367.487523
176.29913,497,2368.210575
230.56963,537,2368.422452
257.04987,497,2368.625182
257.58984,503,2368.990811
334.53024,573,2371.811539
176.27913,497,2371.853583
310.38037,527,2371.894628
270.29935,643,2372.316346
257.01984,497,2372.791833
251.66968,549,2373.447803
279.76038,521,2373.569899
304.50928,797,2375.183115
255.5799,481,2376.009202
256.98987,497,2376.257013
149.67908,531,2376.528323
337.64047,497,2376.695025
279.81036,521,2377.38292
257.04987,497,2377.826709
257.00986,497,2377.952831
200.64929,539,2379.93657
325.77032,475,2380.198327
226.50996,485,2380.499382
314.28052,457,2380.684548
270.9596,539,2381.237225
196.29918,497,2382.192629
235.27989,585,2382.518371
309.86047,521,2382.531887
337.6805,497,2384.303207
256.96985,497,2384.844998
194.86934,585,2385.314589
284.3901,573,2386.263767
270.25934,643,2386.330835
201.90993,549,2386.996621
189.83904,643,2388.158679
304.05032,457,2388.325834
275.28918,699,2388.639958
196.65916,501,2389.73985
247.2601,497,2390.625766
211.33864,661,2390.664804
196.65916,501,2390.727859
257.34988,499,2391.365119
257.01984,497,2392.48593
257.1799,497,2392.658144
259.27982,519,2394.278989
196.55833,721,2394.969352
187.78911,513,2395.17551
257.2299,497,2395.744276
205.28949,585,2395.776811
270.32935,643,2396.368103
255.56992,481,2396.903014
264.83957,583,2397.616433
257.20987,499,2398.66844
257.13986,497,2399.318381
257.5099,501,2400.131799
274.9396,691,2401.176497
196.3492,497,2401.217542
270.46948,643,2401.341654
296.90063,485,2401.844636
209.06871,637,2401.924445
196.29918,497,2402.981606
271.07983,537,2403.982802
197.05916,505,2405.685915
254.97034,469,2406.017882
202.88905,565,2406.204614
276.70932,709,2406.413761
273.91962,573,2406.444798
194.36932,473,2407.273915
209.06871,637,2407.667866
196.76929,497,2408.569894
244.27005,465,2410.09903
247.11981,499,2410.737013
248.61978,515,2411.08297
256.97983,497,2411.123004
196.35919,497,2411.153033
260.84976,537,2412.30444
275.09958,585,2413.102306
257.02985,497,2413.188381
201.49947,549,2415.190496
234.86002,469,2415.489412
227.1198,499,2415.701585
241.19977,539,2415.734128
310.0401,523,2415.975411
191.39941,549,2417.364546
139.60904,531,2418.013201
270.58978,643,2419.097441
214.33951,469,2419.408751
337.69055,497,2420.174366
243.82953,573,2420.644522
312.29028,549,2420.669543
351.38,537,2420.786183
295.52014,585,2423.30677
217.28882,725,2423.922025
350.51038,529,2424.227403
233.18918,567,2424.256927
224.35953,469,2424.909308
224.81998,469,2425.05197
344.80984,577,2425.993334
543.4948,673,2426.369389
191.39941,549,2428.34504
224.80997,469,2429.185174
171.43887,555,2429.29227
164.7393,475,2429.380369
234.17961,573,2429.439236
238.44827,743,2430.645996
139.60898,531,2430.707051
245.7793,597,2431.714943
221.50952,549,2433.276656
269.65027,521,2434.064733
518.1194,609,2434.65539
347.85004,611,2434.780526
358.28928,727,2435.917526
246.46924,605,2436.121205
346.7587,827,2438.039861
250.09973,527,2438.723038
264.1495,683,2439.296869
271.51984,545,2439.585959
305.7081,929,2439.940341
501.82193,651,2440.406889
322.24973,661,2441.865298
523.131,665,2442.104009
300.2596,641,2443.757136
319.89978,529,2444.340168
445.95978,593,2444.612295
372.60007,661,2444.635316
242.51941,561,2444.979253
286.75986,601,2445.796207
200.55922,539,2446.830331
290.84952,645,2447.524308
248.46982,513,2448.840539
186.33917,497,2448.975336
256.97983,497,2449.340721
352.92984,667,2449.643789
233.70947,573,2449.673831
176.23912,497,2450.147448
247.11981,499,2451.288558
300.55054,417,2452.720707
394.1199,679,2453.573671
274.37042,457,2453.757719
257.73987,505,2453.860789
264.85022,577,2454.011912
305.56033,583,2454.860269
196.3292,497,2455.679096
270.1093,643,2455.89319
196.29918,497,2457.086917
258.09985,507,2458.473125
269.50946,631,2459.321199
209.06871,637,2459.474374
201.80908,553,2459.717135
197.17923,503,2460.300479
307.69968,825,2460.820345
209.0487,637,2461.252345
199.97905,537,2461.789661
196.69917,501,2463.869197
211.04868,657,2464.240173
200.2391,537,2464.433537
207.92885,621,2464.772136
272.72925,671,2466.20561
202.61893,567,2466.80461
211.30869,659,2467.061534
217.18834,729,2467.235672
197.08922,503,2468.28573
199.94905,537,2468.945699
199.10924,523,2469.01986
209.47865,643,2470.503017
194.88934,477,2471.078127
203.24902,569,2471.284848
198.92921,521,2471.901004
206.82878,613,2472.521207
197.68918,505,2473.521912
265.59985,585,2474.148689
215.48853,705,2474.536086
196.84921,501,2475.660095
202.83893,569,2476.882184
248.3299,507,2476.976259
213.38858,683,2477.067841
221.06831,767,2477.237893
206.1289,601,2478.786267
196.53923,497,2480.003978
279.269,741,2480.661506
296.28986,699,2480.681519
259.18982,519,2481.5388
264.9198,579,2481.980389
264.34958,577,2482.14704
205.94891,599,2482.505498
196.28918,497,2483.187762
193.95927,471,2484.80576
272.1793,663,2485.828843
257.87,501,2485.904902
272.11975,659,2486.450743
204.15889,583,2487.323668
264.34958,577,2487.626092
197.6492,509,2487.713674
213.38858,683,2488.050784
230.17986,421,2488.583816
193.4193,465,2489.995923
257.59012,499,2491.947514
196.76929,497,2492.020102
197.39923,505,2492.424261
205.94891,599,2492.52988
199.90904,537,2493.236461
289.48865,853,2493.442173
314.8103,573,2494.975147
241.38739,997,2495.269176
196.52919,499,2496.354485
257.44995,497,2496.80132
258.31992,507,2496.994303
205.70882,601,2497.319177
200.22911,537,2498.1775
196.69917,501,2499.424661
245.95999,481,2499.504232
279.72897,749,2499.844562
257.39993,497,2501.18066
303.30032,557,2501.262744
259.15982,519,2501.93291
273.8396,573,2502.081588
314.5002,573,2503.33367
257.1498,499,2503.996977
256.99985,497,2504.320819
321.7399,653,2505.248782
337.77054,497,2505.638015
184.20937,469,2506.102973
209.51958,527,2506.787184
622.2916,651,2507.101525
289.21036,515,2508.913732
263.57968,569,2509.065873
257.15994,497,2509.710755
251.18976,539,2510.463846
447.1992,823,2510.631015
305.75027,475,2511.340304
323.08035,555,2511.781801
270.14932,643,2511.895298
262.20963,555,2514.039629
264.37973,577,2514.088676
193.78938,465,2514.811423
196.53923,497,2514.933568
243.74966,461,2515.489457
221.94817,781,2516.676601
270.26935,643,2517.469772
321.65988,653,2517.668972
238.11023,505,2518.507863
257.40985,501,2519.37957
205.53882,599,2519.404604
257.5198,503,2520.026176
209.06871,637,2520.542795
257.41983,501,2521.209527
277.94055,499,2522.013052
257.10986,497,2522.205945
196.98924,501,2523.052786
259.14984,519,2524.129928
246.53989,491,2524.472835
275.1396,585,2524.750119
260.6097,537,2525.447105
196.29918,497,2525.80203
255.5499,481,2526.500288
196.28918,497,2526.844337
193.4193,465,2527.433899
257.41983,501,2528.89829
255.07999,473,2528.991884
255.53989,481,2529.982761
275.1396,585,2530.253513
250.06009,417,2530.380137
277.83044,499,2530.454231
257.13986,497,2532.087534
315.8103,585,2532.322378
244.54001,467,2533.208833
273.5806,449,2534.110511
264.82013,577,2534.256639
256.96985,497,2534.807397
276.14047,481,2534.865954
196.31918,497,2536.522061
294.2497,679,2536.544086
257.91983,507,2537.666833
208.02876,625,2537.862539
246.62991,491,2538.575083
280.6206,527,2538.774909
226.94977,497,2539.215915
259.26984,519,2539.469898
196.85916,503,2540.984202
266.4096,599,2541.801804
255.7399,483,2542.151193
257.7699,503,2543.034437
196.48923,497,2543.190405
275.48935,699,2543.889469
264.75983,577,2544.330767
264.92957,583,2544.637228
263.7697,567,2546.022198
256.44992,489,2546.16535
257.0699,497,2547.43564
209.10872,637,2547.781413
263.7796,571,2548.207398
191.57945,441,2548.504168
196.73918,501,2548.773513
275.37924,699,2550.072752
196.28918,497,2551.833606
211.37865,661,2551.857128
211.40866,661,2552.000751
200.26912,537,2552.95548
205.94891,599,2553.823178
207.92885,621,2554.238889
257.50998,497,2554.452589
285.6589,811,2554.965985
196.40921,497,2556.395133
260.76978,535,2556.589016
272.4094,663,2557.691197
316.9501,597,2558.2252
277.86072,497,2558.601091
197.47932,503,2559.364039
270.26935,643,2559.456646
315.38016,583,2559.56778
273.8796,573,2561.599664
312.29028,549,2562.493424
257.08987,497,2562.581493
217.28882,725,2562.736634
275.6206,473,2563.712269
257.38983,501,2563.772338
270.64978,643,2564.286497
267.62985,609,2564.851849
196.87917,503,2566.047653
186.29916,497,2566.878611
256.96982,497,2566.971957
197.26921,505,2567.196686
257.76993,501,2568.129477
186.48915,499,2568.168456
274.03964,573,2569.287915
253.39969,567,2569.806738
257.6099,501,2570.486598
255.64993,481,2572.458169
209.0387,637,2572.659876
272.42938,663,2573.12396
214.75845,701,2573.144979
209.0387,637,2573.876546
254.91995,473,2574.071218
199.91904,537,2574.12729
258.21005,507,2575.001122
197.13918,505,2577.18641
311.67026,539,2577.961432
209.01869,637,2578.147635
197.2292,505,2578.403911
205.53882,599,2578.486494
198.9292,521,2578.797593
280.56888,759,2580.828685
257.9298,507,2581.662487
283.43875,791,2582.058483
197.01915,505,2582.460449
200.09908,537,2583.181822
203.24902,569,2583.220862
264.50967,577,2583.628623
206.89883,611,2584.245862
257.83005,501,2585.304987
195.81917,489,2586.407882
202.52907,561,2587.406561
267.4099,607,2588.522149
202.59892,567,2588.602222
211.83856,669,2589.108114
294.31894,901,2589.640201
213.80849,691,2590.28328
202.78893,569,2590.28328
197.50917,509,2591.877188
214.00858,689,2592.445205
195.32935,481,2593.839278
201.98912,555,2593.958982
207.92888,621,2593.958982
207.92885,621,2594.051597
200.05907,537,2595.016146
201.80908,553,2595.158315
254.5203,465,2596.553494
267.22943,611,2597.253814
257.44995,497,2598.248788
257.29993,499,2598.37942
196.83916,503,2598.495535
350.6205,527,2598.629645
255.78995,481,2599.291497
256.99982,497,2599.582753
196.45921,497,2600.965842
254.77002,469,2601.409433
190.85948,433,2602.103191
238.1502,505,2603.412863
257.39987,501,2603.623043
257.03986,497,2604.215734
270.29935,643,2604.723237
205.40894,593,2605.332032
197.82915,513,2606.455145
264.04962,573,2606.526217
257.37988,499,2607.003179
257.65988,503,2607.794282
256.96985,497,2608.589813
273.8596,573,2608.668916
196.33919,497,2609.112342
220.15018,417,2610.689066
257.05984,497,2610.925323
273.0892,675,2611.28566
261.6197,547,2611.306682
259.26978,521,2613.271766
209.06871,637,2613.470453
257.04987,497,2613.519503
233.23918,567,2613.616566
308.21054,501,2615.19936
201.50948,549,2616.215397
274.74954,583,2616.497695
270.25934,643,2616.673855
314.5499,573,2618.331817
282.97015,557,2618.426934
234.82942,585,2618.761784
270.18936,643,2619.136847
255.59991,481,2619.38276
234.82944,585,2621.349289
275.29922,699,2622.799994
254.03,463,2622.865044
314.55026,573,2623.486192
304.51926,797,2623.486192
256.97983,497,2623.772154
270.20932,643,2623.999472
233.70947,573,2624.188149
242.21008,549,2626.129365
186.8996,499,2627.181289
257.01987,497,2627.837472
314.46988,573,2627.888223
241.15976,539,2628.506375
228.78015,513,2628.707416
231.57957,549,2628.834018
458.30945,619,2628.932602
274.63046,465,2630.252618
306.5602,485,2632.197761
165.63911,491,2632.210921
263.3997,457,2632.799155
177.58955,507,2633.041154
325.23993,691,2633.333643
177.61954,507,2633.460854
269.81958,523,2633.5084
190.33946,537,2635.060929
255.93988,485,2636.484926
196.66917,501,2636.639811
193.64935,465,2637.116799
257.43018,497,2637.153346
254.24002,463,2637.561124
209.0787,637,2638.924231
257.34982,501,2639.456965
276.26917,707,2639.677088
260.61975,537,2641.406191
257.5303,497,2641.543301
274.9696,583,2641.670422
227.48976,503,2642.038304
191.37856,663,2643.077505
263.64993,457,2643.770913
213.72949,573,2644.563469
244.54904,693,2645.095461
196.3792,497,2645.939575
165.67911,491,2646.015862
257.8899,505,2646.508922
256.98984,497,2647.436508
277.6504,497,2648.156889
221.94817,781,2648.338576
270.74976,537,2649.300778
176.23912,497,2650.321339
196.71927,497,2650.394911
257.00986,497,2650.893477
554.6808,685,2651.135823
240.34982,423,2652.041945
310.0101,523,2652.741024
209.10872,637,2653.048781
306.94022,489,2653.593905
312.3603,549,2655.20048
257.1799,497,2655.55604
285.71005,587,2655.617096
233.72948,573,2656.001013
233.75949,573,2657.134955
234.82944,585,2658.254196
270.1093,643,2658.457944
242.2002,549,2658.49098
244.47964,469,2659.351445
177.58954,507,2660.057579
251.21982,539,2660.396492
370.01013,633,2661.631356
229.14975,521,2661.799571
226.91977,497,2662.693641
210.11877,645,2664.171449
275.61017,475,2664.24453
315.64026,585,2664.523263
298.07956,725,2664.89373
279.75037,521,2664.976822
177.61955,507,2666.053256
256.98984,497,2666.134637
236.47012,485,2666.933015
196.28918,497,2668.617007
259.09985,519,2669.119785
196.49918,499,2669.315954
270.15933,643,2669.848081
196.68918,501,2670.478776
278.24017,503,2670.578883
270.69986,643,2670.665467
277.6604,497,2671.352753
338.15057,501,2673.048442
310.01053,521,2673.93423
280.5205,417,2674.28753
196.66917,501,2674.300049
317.42017,603,2674.467205
303.43045,449,2674.662362
177.60954,507,2675.049326
267.43994,607,2676.816085
260.89984,537,2677.916242
260.64972,537,2678.767655
196.30919,497,2678.780172
196.28918,497,2678.945327
199.92905,537,2679.12954
196.75919,501,2679.177476
197.04916,505,2679.580518
205.50882,599,2682.128653
196.29918,497,2682.329348
257.3799,497,2683.202694
196.84917,503,2683.251745
255.75034,477,2683.37886
260.3997,535,2683.923867
257.15988,497,2683.964903
272.32922,667,2684.852498
197.47916,509,2686.790043
199.89903,537,2686.836077
194.12936,469,2687.354097
196.28918,497,2687.580923
196.75919,501,2687.786083
196.73927,497,2688.296959
270.22937,643,2689.593212
250.05972,531,2691.469495
281.47906,763,2691.50853
196.3792,497,2691.884845
189.86905,643,2692.409262
236.77997,489,2692.535375
253.2096,565,2692.691611
273.93976,675,2693.248284
257.80994,501,2693.977091
197.66925,507,2696.022512
196.84921,501,2696.351816
261.92984,549,2696.365827
257.44995,497,2696.855293
257.37982,501,2697.164639
302.98032,555,2697.483954
257.3799,497,2697.685641
257.01984,497,2698.397627
257.8998,507,2700.471802
263.16974,563,2701.354825
197.03915,505,2701.63898
257.51,501,2701.936047
196.31918,497,2702.102063
274.51917,691,2702.474949
270.28934,643,2702.550018
205.46881,599,2703.693691
196.28918,497,2704.874137
278.1804,503,2705.743076
300.51053,417,2706.172462
257.43994,497,2706.429223
260.83978,537,2706.618409
247.919,727,2708.040267
277.06915,715,2708.766388
245.5599,481,2709.134821
321.78998,653,2709.454586
242.51974,447,2709.723552
196.65916,501,2710.671536
280.3604,527,2711.344339
189.82906,643,2712.186352
257.19983,499,2713.216325
269.39957,523,2713.820904
226.88976,497,2713.91351
294.11975,681,2714.116751
233.17917,567,2714.787602
281.15027,537,2716.175365
257.00986,497,2716.656825
217.39883,725,2717.148586
229.03967,521,2717.891913
255.5799,481,2718.211754
246.9898,497,2718.269806
270.3804,417,2718.540043
273.95963,573,2719.241943
257.15982,499,2720.627614
304.27054,457,2722.00888
267.33945,611,2722.132016
273.8796,573,2722.305173
226.96979,497,2722.691091
279.23032,515,2723.166334
282.91016,557,2723.276447
189.4286,643,2724.956474
243.7695,573,2725.659371
197.08978,499,2726.512347
139.60904,531,2726.708544
261.24982,539,2727.064387
165.6391,491,2727.602901
109.05849,531,2727.856214
609.2784,619,2728.148498
340.47052,527,2729.617511
256.97986,497,2730.070815
258.07,507,2731.134294
186.27916,497,2731.40191
316.90005,597,2731.757776
234.87003,469,2731.958805
309.98004,523,2732.278627
199.0697,521,2732.816736
227.1198,499,2734.211018
286.6101,597,2735.724073
149.68903,531,2736.297947
224.34952,469,2736.810159
176.21912,497,2736.83268
149.65903,531,2736.942805
264.5304,465,2737.363791
358.62003,619,2737.426597
149.71902,531,2739.355305
240.38922,647,2741.789222
