app,algo,persona,episode,ep_len,ep_return,timestamp_ms,ale_score,deaths,episode_ale_score,pellets,score_delta,steps,unique_tiles
pacman,a2c,pacman_survivor,13,671,158.37840270996094,1761511707766,90664.96999999986,3.0,158.37999999999906,24.0,111560.0,225456.0,345.0
pacman,a2c,pacman_survivor,13,577,185.1895294189453,1761511708176,99317.16999999963,3.0,185.18999999999875,27.0,115450.0,166753.0,248.0
pacman,a2c,pacman_survivor,12,549,41.809059143066406,1761511708633,53360.949999999866,3.0,41.80999999999993,17.0,72950.0,150975.0,194.0
pacman,a2c,pacman_survivor,13,649,95.92805480957031,1761511709692,94353.52999999952,3.0,95.9299999999985,18.0,112250.0,210925.0,286.0
pacman,a2c,pacman_survivor,12,581,124.30825805664062,1761511712151,84274.34999999961,3.0,124.30999999999861,21.0,100820.0,169071.0,268.0
pacman,a2c,pacman_survivor,14,539,72.66000366210938,1761511713097,30283.560000000234,3.0,72.66000000000088,20.0,49200.0,145530.0,249.0
pacman,a2c,pacman_survivor,14,521,61.438995361328125,1761511715047,56900.849999999846,3.0,61.43999999999974,19.0,74120.0,135981.0,201.0
pacman,a2c,pacman_survivor,14,503,112.23931884765625,1761511715223,47343.38000000017,3.0,112.24000000000007,24.0,66800.0,126756.0,235.0
pacman,a2c,pacman_survivor,14,651,367.5193176269531,1761511715819,151339.49999999927,3.0,367.51999999999623,26.0,171740.0,212226.0,279.0
pacman,a2c,pacman_survivor,14,851,123.04751586914062,1761511716203,144447.50999999914,3.0,123.04999999999825,20.0,157980.0,362526.0,352.0
pacman,a2c,pacman_survivor,13,613,166.41873168945312,1761511717292,81803.90000000007,3.0,166.41999999999945,25.0,103190.0,188191.0,303.0
pacman,a2c,pacman_survivor,14,539,72.260009765625,1761511717315,34352.77000000032,3.0,72.2600000000013,20.0,53300.0,145530.0,209.0
pacman,a2c,pacman_survivor,13,469,49.719871520996094,1761511718813,34849.18000000021,3.0,49.720000000001065,18.0,51780.0,110215.0,205.0
pacman,a2c,pacman_survivor,15,539,62.06001281738281,1761511720801,25557.73000000021,3.0,62.06000000000073,19.0,44680.0,145530.0,209.0
pacman,a2c,pacman_survivor,15,515,80.92977905273438,1761511722613,34283.33000000022,3.0,80.93000000000066,17.0,56440.0,132870.0,208.0
pacman,a2c,pacman_survivor,15,549,72.34902954101562,1761511722935,62919.04999999985,3.0,72.34999999999985,20.0,82290.0,150975.0,188.0
pacman,a2c,pacman_survivor,14,401,88.09992980957031,1761511724588,26682.33000000015,3.0,88.10000000000079,22.0,38600.0,80601.0,167.0
pacman,a2c,pacman_survivor,15,585,104.07821655273438,1761511724609,84228.45999999964,3.0,104.07999999999856,19.0,100480.0,171405.0,273.0
pacman,a2c,pacman_survivor,15,675,107.33848571777344,1761511725550,86630.67000000003,3.0,107.33999999999924,19.0,108140.0,228150.0,329.0
pacman,a2c,pacman_survivor,14,585,104.03842163085938,1761511725712,75339.46999999968,3.0,104.03999999999894,19.0,91800.0,171405.0,269.0
pacman,a2c,pacman_survivor,15,677,86.98838806152344,1761511727075,77587.74999999987,3.0,86.98999999999904,17.0,100050.0,229503.0,328.0
pacman,a2c,pacman_survivor,16,517,81.07966613769531,1761511728298,38863.310000000245,3.0,81.08000000000067,17.0,60290.0,133903.0,217.0
pacman,a2c,pacman_survivor,16,503,250.46990966796875,1761511730221,117591.72999999934,3.0,250.46999999999642,15.0,127390.0,126756.0,238.0
pacman,a2c,pacman_survivor,16,561,93.18826293945312,1761511730747,72386.04999999958,3.0,93.1899999999986,18.0,88510.0,157641.0,276.0
pacman,a2c,pacman_survivor,15,385,77.17000579833984,1761511731279,19071.090000000117,3.0,77.17000000000061,21.0,30620.0,74305.0,142.0
pacman,a2c,pacman_survivor,16,597,84.20816040039062,1761511733288,80622.74999999972,3.0,84.20999999999853,17.0,98210.0,178503.0,290.0
pacman,a2c,pacman_survivor,16,585,53.038604736328125,1761511734054,70945.11999999968,3.0,53.03999999999931,14.0,87450.0,171405.0,269.0
pacman,a2c,pacman_survivor,15,651,336.9005432128906,1761511734073,184869.92999999935,3.0,336.8999999999962,23.0,203580.0,212226.0,277.0
pacman,a2c,pacman_survivor,16,549,62.24897766113281,1761511735043,59827.73999999981,3.0,62.24999999999977,19.0,79250.0,150975.0,198.0
