app,algo,persona,episode,ep_len,ep_return,timestamp_ms,ale_score,deaths,episode_ale_score,pellets,score_delta,steps,unique_tiles
pacman,ppo,pacman_explorer,0,687,373.1211242675781,1761455197214,373.1199999999979,1.0,373.1199999999979,1.0,350.0,687.0,1.0
pacman,ppo,pacman_explorer,0,669,475.5413818359375,1761455198830,475.5399999999982,1.0,475.5399999999982,1.0,460.0,669.0,1.0
pacman,ppo,pacman_explorer,0,635,637.9521484375,1761455199627,637.9499999999935,1.0,637.9499999999935,1.0,610.0,635.0,1.0
pacman,ppo,pacman_explorer,0,665,562.60107421875,1761455199897,562.5999999999948,1.0,562.5999999999948,1.0,540.0,665.0,1.0
pacman,ppo,pacman_explorer,0,659,337.9894714355469,1761455200646,337.98999999999864,1.0,337.98999999999864,1.0,320.0,659.0,1.0
pacman,ppo,pacman_explorer,0,593,905.0313110351562,1761455201145,905.0299999999966,1.0,905.0299999999966,1.0,890.0,593.0,1.0
pacman,ppo,pacman_explorer,0,681,540.7105102539062,1761455201381,540.7099999999969,1.0,540.7099999999969,1.0,520.0,681.0,1.0
pacman,ppo,pacman_explorer,0,489,227.4889678955078,1761455201649,227.48999999999958,1.0,227.48999999999958,1.0,220.0,489.0,1.0
pacman,ppo,pacman_explorer,0,485,270.8492431640625,1761455201690,270.84999999999854,1.0,270.84999999999854,1.0,260.0,485.0,1.0
pacman,ppo,pacman_explorer,0,635,338.750244140625,1761455205846,338.7499999999982,1.0,338.7499999999982,1.0,320.0,635.0,1.0
pacman,ppo,pacman_explorer,0,565,326.2994689941406,1761455205960,326.2999999999994,1.0,326.2999999999994,1.0,310.0,565.0,1.0
pacman,ppo,pacman_explorer,0,679,395.1411437988281,1761455205992,395.139999999998,1.0,395.139999999998,1.0,370.0,679.0,1.0
pacman,ppo,pacman_explorer,0,563,480.9305419921875,1761455206929,480.93000000000023,1.0,480.93000000000023,1.0,470.0,563.0,1.0
pacman,ppo,pacman_explorer,0,617,559.8214111328125,1761455206943,559.8199999999958,1.0,559.8199999999958,1.0,540.0,617.0,1.0
pacman,ppo,pacman_explorer,0,927,648.3726196289062,1761455207514,648.369999999987,1.0,648.369999999987,1.0,610.0,927.0,1.0
pacman,ppo,pacman_explorer,0,639,382.5419006347656,1761455207733,382.5399999999982,1.0,382.5399999999982,1.0,360.0,639.0,1.0
pacman,ppo,pacman_explorer,0,703,351.3294982910156,1761455208059,351.3299999999977,1.0,351.3299999999977,1.0,330.0,703.0,1.0
pacman,ppo,pacman_explorer,0,431,191.7586669921875,1761455211143,191.75999999999868,1.0,191.75999999999868,1.0,190.0,431.0,1.0
pacman,ppo,pacman_explorer,0,541,261.409423828125,1761455212139,261.4099999999992,1.0,261.4099999999992,1.0,250.0,541.0,1.0
pacman,ppo,pacman_explorer,0,485,315.0506286621094,1761455212152,315.0499999999986,1.0,315.0499999999986,1.0,300.0,485.0,1.0
pacman,ppo,pacman_explorer,0,673,520.781494140625,1761455212408,520.7799999999979,1.0,520.7799999999979,1.0,500.0,673.0,1.0
pacman,ppo,pacman_explorer,0,775,553.402587890625,1761455213195,553.3999999999918,1.0,553.3999999999918,1.0,530.0,775.0,1.0
pacman,ppo,pacman_explorer,0,585,315.89959716796875,1761455213260,315.89999999999947,1.0,315.89999999999947,1.0,300.0,585.0,1.0
pacman,ppo,pacman_explorer,0,789,532.3919067382812,1761455213435,532.3899999999956,1.0,532.3899999999956,1.0,510.0,789.0,1.0
pacman,ppo,pacman_explorer,0,661,306.210693359375,1761455214225,306.20999999999805,1.0,306.20999999999805,1.0,290.0,661.0,1.0
pacman,ppo,pacman_explorer,0,421,245.7586669921875,1761455214976,245.75999999999854,1.0,245.75999999999854,1.0,240.0,421.0,1.0
pacman,ppo,pacman_explorer,0,449,258.4904479980469,1761455221803,258.4899999999996,1.0,258.4899999999996,1.0,250.0,449.0,1.0
pacman,ppo,pacman_explorer,0,535,304.70074462890625,1761455222562,304.6999999999991,1.0,304.6999999999991,1.0,290.0,535.0,1.0
pacman,ppo,pacman_explorer,0,547,194.86952209472656,1761455223646,194.87000000000063,1.0,194.87000000000063,1.0,190.0,547.0,1.0
pacman,ppo,pacman_explorer,0,649,414.6410827636719,1761455223778,414.6399999999978,1.0,414.6399999999978,1.0,390.0,649.0,1.0
pacman,ppo,pacman_explorer,0,665,273.6515197753906,1761455224728,273.64999999999804,1.0,273.64999999999804,1.0,260.0,665.0,1.0
pacman,ppo,pacman_explorer,0,757,796.8687744140625,1761455225690,796.8699999999918,1.0,796.8699999999918,1.0,750.0,757.0,1.0
pacman,ppo,pacman_explorer,0,705,897.8018188476562,1761455226071,897.7999999999884,1.0,897.7999999999884,1.0,880.0,705.0,1.0
pacman,ppo,pacman_explorer,0,671,306.861572265625,1761455226525,306.85999999999797,1.0,306.85999999999797,1.0,290.0,671.0,1.0
